model,rmse,mae,mape,look_back,hidden_size,num_layers,multi_rmse,multi_mae,multi_mape,improvement
LSTM,1310.6875581159684,1292.1845703125,22.348804771900177,60,50,2,144.9994312673137,122.47006776766864,2.1269719940769245,88.93714750174776
