Date,Close,High,Low,Open,Volume,Daily_Return,Log_Return,MA20,Volatility,MA50,MA200,RSI_14,RSI_7,MACD_Line,Signal_Line,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,EMA9,EMA21,EMA50,EMA100,EMA200,Stoch_K,Stoch_D,H-L,H-PC,L-PC,TR,+DM,-DM,TR14,+DM14,-DM14,+DI14,-DI14,DX,ADX,ADX,+DI14,-DI14,OBV
2021-03-17,3974.1201171875,3983.8701171875,3935.739990234375,3949.570068359375,4561660000,0.0028793821305308,0.0028752446501592,3886.538012695312,0.0117365039996371,3855.041416015625,3508.284908447265,64.43469180607991,96.22950965007935,28.582342263959163,17.702359698180814,10.879982565778349,3886.5380126953123,4002.1110171467762,3770.9650082438484,3927.484523365827,3896.6246283342552,3841.402519291963,3735.305188869164,3570.252081693528,96.25762910083205,96.22753173424461,48.130126953125,21.16015625,26.969970703125,48.130126953125,0.0,17.699951171875,909.81005859375,206.070068359375,187.760009765625,22.649790075731595,20.637275659035545,4.649228083574272,28.503553164253468,28.503553164253468,22.649790075731595,20.637275659035545,128312660000.0
2021-03-18,3915.4599609375,3969.6201171875,3910.860107421875,3953.5,5118590000,-0.0147605393194591,-0.0148705600659477,3886.612512207031,0.0121887407359648,3858.8134130859376,3512.4581079101563,59.623227968701435,61.78443771549183,26.38970746179757,19.439829250904165,6.949878210893406,3886.612512207031,4002.2618667383194,3770.963157675743,3925.079610880162,3898.3369312981868,3844.306732689827,3738.87261009824,3573.6869859646126,73.74193046589407,87.62886863346672,58.760009765625,4.5,63.260009765625,63.260009765625,0.0,24.8798828125,901.530029296875,206.070068359375,188.139892578125,22.85781523218855,20.86895460652152,4.5483822221561585,25.757634210112254,25.757634210112254,22.85781523218855,20.86895460652152,123194070000.0
2021-03-19,3913.10009765625,3930.1201171875,3886.75,3913.139892578125,7757420000,-0.0006027039747036,-0.000602885673755,3886.932019042969,0.012181440841801,3862.1126171875,3516.4092578125,51.243225265863416,54.80208189759847,24.18284258340327,20.388431917403988,3.7944106659992833,3886.932019042969,4002.850153278194,3771.013884807744,3922.6837082353795,3899.6790373307376,3847.004511708118,3742.3226593568143,3577.0642308570673,72.83613726899509,80.94523227857373,43.3701171875,14.66015625,28.7099609375,43.3701171875,0.0,24.110107421875,841.550048828125,152.650146484375,212.25,18.139164354745546,25.221316343046063,16.333195283651957,24.805402393285526,24.805402393285526,18.139164354745546,25.221316343046063,115436650000.0
2021-03-22,3940.590087890625,3955.31005859375,3914.159912109375,3916.47998046875,4316260000,0.0070251180773117,0.0070005568983427,3890.1365234375,0.0121255201614128,3864.8486181640624,3520.550457763672,57.81772037251519,50.46040515653775,24.37116313801971,21.184978161527134,3.1861849764925765,3890.1365234375,4008.3609310382367,3771.912115836763,3926.264984166429,3903.398223745273,3850.6745343035104,3746.248747050553,3580.681403563869,83.38770029171675,76.65525600886865,41.150146484375,42.2099609375,1.059814453125,42.2099609375,25.18994140625,0.0,845.920166015625,177.840087890625,212.25,21.023270875344057,25.09102023181695,8.821016779852918,23.246922694926926,23.246922694926926,21.023270875344057,25.09102023181695,119752910000.0
2021-03-23,3910.52001953125,3949.1298828125,3901.570068359375,3937.60009765625,4669010000,-0.0076308541839406,-0.007660118119334,3891.594018554688,0.012273333345171,3866.565419921875,3524.133408203125,60.57980001991267,39.85908586860587,21.842221787321705,21.31642688668605,0.5257949006356561,3891.5940185546874,4010.0818161220413,3773.1062209873335,3923.115991239393,3904.045659725816,3853.0214160771475,3749.501643535319,3583.9633798421514,71.84581836719202,76.02321864263462,47.559814453125,8.539794921875,39.02001953125,47.559814453125,0.0,12.58984375,837.8701171875,177.840087890625,175.1298828125,21.225257261541365,20.901793633643713,0.7678287965194894,20.690349282257465,20.690349282257465,21.225257261541365,20.901793633643713,115083900000.0
2021-03-24,3889.139892578125,3942.080078125,3889.070068359375,3919.929931640625,4783020000,-0.0054673360183149,-0.0054823366003488,3889.7795166015626,0.0120611188821884,3868.356015625,3527.417158203125,65.11207537570445,24.68278053261578,17.90640607997466,20.63442272534377,-2.728016645369113,3889.7795166015626,4007.1922001196945,3772.3668330834307,3916.32077150714,3902.690589985117,3854.437826920323,3752.2667573777508,3586.99996205843,62.657616300667705,72.63037831985883,53.010009765625,31.56005859375,21.449951171875,53.010009765625,0.0,12.5,770.55029296875,177.840087890625,92.10986328125,23.079621085529507,11.953776946391422,31.757821861872188,19.427480042897944,19.427480042897944,23.079621085529507,11.953776946391422,110300880000.0
2021-03-25,3909.52001953125,3919.5400390625,3853.5,3879.340087890625,4948340000,0.0052402658469594,0.0052265834327292,3893.7885131835938,0.0106906755080136,3870.5226171875,3530.9288586425782,59.76138889829265,34.51534492316878,16.24449329036497,19.756436838348012,-3.5119435479830408,3893.7885131835938,4007.942221685983,3779.6348046812045,3914.960621111962,3903.311447216584,3856.5979129050656,3755.3806833609883,3590.2091168591546,54.8353512763168,63.11292864805884,66.0400390625,30.400146484375,35.639892578125,66.0400390625,0.0,35.570068359375,715.09033203125,169.820068359375,127.679931640625,23.74805821762302,17.855077312812178,14.164751838235295,16.83441654822121,16.83441654822121,23.74805821762302,17.855077312812178,115249220000.0
2021-03-26,3974.5400390625,3978.18994140625,3917.1201171875,3917.1201171875,5483160000,0.0166312026045196,0.0164944186587165,3901.958020019531,0.0111356519200056,3873.816616210938,3534.850859375,69.61005289219418,50.09316675983342,19.94408461962712,19.793966394603835,0.15011822502328442,3901.9580200195314,4014.5863614321183,3789.3296786069445,3926.8765047020697,3909.7867737480306,3861.2230943230043,3759.7204725828,3594.033305139785,92.92855464290274,70.14050740662908,61.06982421875,68.669921875,7.60009765625,68.669921875,58.64990234375,0.0,721.9501953125,199.099853515625,127.679931640625,27.578059374226438,17.685421026218858,21.85567318396103,15.150150099162287,15.150150099162287,27.578059374226438,17.685421026218858,120732380000.0
2021-03-29,3971.090087890625,3981.830078125,3943.25,3969.31005859375,4628180000,-0.0008680126852336,-0.0008683896263867,3905.421520996094,0.0099125598393198,3877.3276171875,3539.695809326172,64.06824868916871,66.34736381441598,22.34013203916038,20.303199523515147,2.0369325156452334,3905.421520996094,4022.2153002298523,3788.6277417623355,3935.719221339781,3915.359802306448,3865.531603874676,3763.9060095195887,3597.785113923376,90.19711758140511,79.32034116687488,38.580078125,7.2900390625,31.2900390625,38.580078125,3.64013671875,0.0,678.120361328125,180.0400390625,127.679931640625,26.549864792421896,18.828505811351675,17.01550513677573,13.797675441508769,13.797675441508769,26.549864792421896,18.828505811351675,116104200000.0
2021-03-30,3958.550048828125,3968.010009765625,3944.35009765625,3963.340087890625,4121510000,-0.0031578329337678,-0.00316282940965,3909.834521484375,0.0097366700321539,3881.133618164063,3544.282009277344,59.07570561622222,62.60186046385689,22.962443772678853,20.83504837334789,2.127395399330961,3909.834521484375,4027.7039100394504,3791.965132929299,3940.2853868374505,3919.286188353873,3869.1793860297134,3767.7603469316387,3601.374814768199,80.57831893871864,87.90133038767549,23.659912109375,3.080078125,26.739990234375,26.739990234375,0.0,0.0,662.9501953125,166.449951171875,127.679931640625,25.10745940627021,19.259355007873484,13.181258279684846,12.592192188653133,12.592192188653133,25.10745940627021,19.259355007873484,111982690000.0
2021-03-31,3972.889892578125,3994.409912109375,3966.97998046875,3967.25,4578050000,0.0036224990395776,0.0036159535924198,3917.493017578125,0.0091495497229875,3884.6132177734376,3548.813508300781,55.53754748944634,59.660177869941734,24.33224883429375,21.534488465537063,2.7977603687566877,3917.493017578125,4030.5137068020144,3804.4723283542357,3946.8062879855856,3924.1592523742593,3873.2464647178867,3771.8223181325593,3605.071482209094,84.72781707893903,85.16775119968759,27.429931640625,35.85986328125,8.429931640625,35.85986328125,26.39990234375,0.0,637.35009765625,149.929931640625,127.679931640625,23.523952093514637,20.03293513410399,8.014844911132805,11.639274033882293,11.639274033882293,23.523952093514637,20.03293513410399,116560740000.0
2021-04-01,4019.8701171875,4020.6298828125,3992.780029296875,3992.780029296875,4162130000,0.0118252017749447,0.0117558304276741,3930.063024902344,0.0086364603077574,3887.9736181640624,3553.2891589355468,61.06211741688776,79.70011962325306,28.87587756839457,23.002766286108564,5.873111282286008,3930.063024902344,4028.2444490827643,3831.8816007219234,3961.4190538259686,3932.860240084554,3878.996411873558,3776.7341557376076,3609.1988318108693,99.54540408201424,88.28384669989065,27.849853515625,47.739990234375,19.89013671875,47.739990234375,26.219970703125,0.0,655.31005859375,176.14990234375,127.349853515625,26.880390440176594,19.433526442262913,16.07910645263789,11.585410303220579,11.585410303220579,26.880390440176594,19.433526442262913,120722870000.0
