Date,Close
2021-03-18,-0.014870560065947558
2021-03-19,-0.0006028856737536614
2021-03-22,0.007000556898342225
2021-03-23,-0.007660118119334314
2021-03-24,-0.005482336600348248
2021-03-25,0.0052265834327283045
2021-03-26,0.01649441865871637
2021-03-29,-0.0008683896263868007
2021-03-30,-0.0031628294096499587
2021-03-31,0.0036159535924209507
2021-04-01,0.011755830427674141
2021-04-05,0.0143349877622434
2021-04-06,-0.0009740049407973572
2021-04-07,0.001474145698107776
2021-04-08,0.00421175094059123
2021-04-09,0.0076902881356879504
2021-04-12,-0.00019609807474019192
2021-04-13,0.0032890718770630656
2021-04-14,-0.004096104320730376
2021-04-15,0.011033101401119794
2021-04-16,0.003602323390516915
2021-04-19,-0.0053206898937574465
2021-04-20,-0.006825561005078029
2021-04-21,0.009263020919853204
2021-04-22,-0.009253337860554822
2021-04-23,0.0108694098955322
2021-04-26,0.0017806845645829128
2021-04-27,-0.0002149189814453223
2021-04-28,-0.0008458975873963936
2021-04-29,0.0067400415367036
2021-04-30,-0.007220713417121161
2021-05-03,0.002744321649512216
2021-05-04,-0.0067007374898473415
2021-05-05,0.00070321644711413
2021-05-06,0.008132299498631923
2021-05-07,0.007346291419187523
2021-05-10,-0.0104904805031385
2021-05-11,-0.008711750141781494
2021-05-12,-0.021682782358302788
2021-05-13,0.012099644578093205
2021-05-14,0.014807778563623586
2021-05-17,-0.0025332581839609958
2021-05-18,-0.00855377238403321
2021-05-19,-0.0029477518113782963
2021-05-20,0.010499429334508648
2021-05-21,-0.0007841880752526009
2021-05-24,0.009862497481215371
2021-05-25,-0.002127545400828268
2021-05-26,0.0018750575506114586
2021-05-27,0.001164636089862725
2021-05-28,0.0007685864528870212
2021-06-01,-0.0004924547586302452
2021-06-02,0.0014458890369013488
2021-06-03,-0.0036353030560487554
2021-06-04,0.008795303383015707
2021-06-07,-0.0007970562694215033
2021-06-08,0.00017500954944082991
2021-06-09,-0.001825532590615353
2021-06-10,0.00464145477646305
2021-06-11,0.0019465389328079397
