Date,Close,High,Low,Open,Volume,Daily_Return,Log_Return,MA20,Volatility,MA50,MA200
2020-06-02,3080.820068359375,3081.070068359375,3051.639892578125,3064.780029296875,5197150000,0.0082108327800534,0.0081773072823986,2942.7634887695312,0.0125853295929297,,
2020-06-03,3122.8701171875,3130.93994140625,3098.89990234375,3098.89990234375,6005560000,0.013648979133831,0.0135566708125639,2955.484997558594,0.0127219054204082,,
2020-06-04,3112.35009765625,3128.909912109375,3090.409912109375,3111.56005859375,6451290000,-0.0033687022311144,-0.0033743890836089,2968.681506347656,0.0125776968489381,,
2020-06-05,3193.929931640625,3211.719970703125,3163.840087890625,3163.840087890625,8639300000,0.0262116508183987,0.0258740128216358,2984.318505859375,0.0134101942426412,,
2020-06-08,3232.389892578125,3233.1298828125,3196.0,3199.919921875,8498300000,0.0120415794211692,0.011969656405806,2999.447998046875,0.0132322162979545,,
2020-06-09,3207.179931640625,3222.7099609375,3193.110107421875,3213.320068359375,6410930000,-0.0077991708226116,-0.0078297434197219,3013.297497558594,0.0135021880092574,,
2020-06-10,3190.139892578125,3223.27001953125,3181.489990234375,3213.419921875,6598870000,-0.0053130910724373,-0.005327255735182,3029.298486328125,0.0123973648509167,,
2020-06-11,3002.10009765625,3123.530029296875,2999.489990234375,3123.530029296875,7037320000,-0.0589440592744382,-0.0607526929962889,3038.4034912109373,0.0184238076310788,,
2020-06-12,3041.31005859375,3088.419921875,2984.469970703125,3071.0400390625,5845330000,0.0130608439632347,0.0129762866052117,3047.843994140625,0.0184630665573691,,
2020-06-15,3066.590087890625,3079.760009765625,2965.659912109375,2993.760009765625,5757480000,0.0083122170412852,0.0082778608181752,3057.9885009765626,0.0184959797375485,,
2020-06-16,3124.739990234375,3153.449951171875,3076.06005859375,3131.0,5845810000,0.0189623981938025,0.0187848528667105,3066.5300048828126,0.0176954362975665,,
2020-06-17,3113.489990234375,3141.159912109375,3108.030029296875,3136.1298828125,4560450000,-0.003600299556174,-0.0036067962326294,3076.057507324219,0.0174857218708146,,
2020-06-18,3115.340087890625,3120.0,3093.510009765625,3101.639892578125,4448690000,0.0005942198825281,0.0005940434038017,3083.244006347656,0.0172074048519739,,
2020-06-19,3097.739990234375,3155.530029296875,3083.110107421875,3140.2900390625,8346650000,-0.0056494948094629,-0.0056655135656737,3090.7055053710938,0.0171470523931219,,
2020-06-22,3117.860107421875,3120.919921875,3079.389892578125,3094.419921875,4686690000,0.0064950955376916,0.0064740932966583,3098.8260131835937,0.017168727098707,,
2020-06-23,3131.2900390625,3154.89990234375,3127.1201171875,3138.699951171875,4711850000,0.0043074195691641,0.0042981691914837,3105.8020141601564,0.0170292754135189,,
2020-06-24,3050.330078125,3115.010009765625,3032.1298828125,3114.39990234375,5597680000,-0.0258551459390645,-0.0261952655956623,3106.512023925781,0.0178781476809853,,
2020-06-25,3083.760009765625,3086.25,3024.010009765625,3046.60009765625,4847690000,0.0109594472678098,0.0108998277282181,3109.213525390625,0.0180203232567399,,
2020-06-26,3009.050048828125,3073.72998046875,3004.6298828125,3073.199951171875,8107850000,-0.0242269050447859,-0.0245252042748311,3107.450524902344,0.0188512769992543,,
2020-06-29,3053.239990234375,3053.889892578125,2999.739990234375,3018.590087890625,4473970000,0.0146856784331186,0.0145788881135335,3107.326025390625,0.019134742188792,,
2020-06-30,3100.2900390625,3111.510009765625,3047.830078125,3050.199951171875,4705850000,0.0154098757315546,0.0152923494357555,3108.299523925781,0.019360997343529,,
2020-07-01,3115.860107421875,3128.43994140625,3101.169921875,3105.919921875,4449230000,0.0050221328208643,0.0050095639758705,3107.9490234375,0.0191474759278756,,
2020-07-02,3130.010009765625,3165.81005859375,3124.52001953125,3143.639892578125,4197720000,0.004541250844364,0.0045309704768169,3108.832019042969,0.0191545026942018,,
2020-07-06,3179.719970703125,3182.590087890625,3155.2900390625,3155.2900390625,4759160000,0.0158817258674588,0.0157569308321632,3108.1215209960938,0.0185534326463255,,
2020-07-07,3145.320068359375,3184.14990234375,3142.929931640625,3166.43994140625,4571330000,-0.0108185320281971,-0.0108774778696435,3103.768029785156,0.0184729274185983,,
2020-07-08,3169.93994140625,3171.800048828125,3136.530029296875,3153.070068359375,4937310000,0.0078274619154155,0.0077969862634302,3101.9060302734374,0.0185094973017307,,
2020-07-09,3152.050048828125,3179.780029296875,3115.699951171875,3176.169921875,4843650000,-0.0056436061593611,-0.0056595914761946,3100.0015380859377,0.0185142453014112,,
2020-07-10,3185.0400390625,3186.820068359375,3136.219970703125,3152.469970703125,4524190000,0.0104662012732443,0.010411809774443,3109.14853515625,0.0124968511243483,,
2020-07-13,3155.219970703125,3235.320068359375,3149.429931640625,3205.080078125,4902440000,-0.0093625411277882,-0.0094066452160588,3114.844030761719,0.0125559112983534,,
2020-07-14,3197.52001953125,3200.949951171875,3127.659912109375,3141.110107421875,4507140000,0.0134063707826679,0.0133173005829039,3121.39052734375,0.0127427844964955,,
2020-07-15,3226.56005859375,3238.280029296875,3200.760009765625,3225.97998046875,4686830000,0.009082050740923,0.009041056936355,3126.4815307617187,0.012239079005864,,
2020-07-16,3215.570068359375,3220.389892578125,3198.590087890625,3208.360107421875,3972860000,-0.0034061012455366,-0.0034119152141152,3131.5855346679687,0.0122347488886839,,
2020-07-17,3224.72998046875,3233.52001953125,3205.64990234375,3224.2099609375,4012850000,0.0028486121946174,0.0028445625875835,3137.055029296875,0.0122345474215445,,
2020-07-20,3251.840087890625,3258.610107421875,3215.159912109375,3224.2900390625,3979340000,0.0084069387471426,0.0083717972551403,3144.7600341796874,0.0121878220723282,,
2020-07-21,3257.300048828125,3277.2900390625,3247.77001953125,3268.52001953125,4556610000,0.0016790373419135,0.00167762933456,3151.73203125,0.0121522876588087,,
2020-07-22,3276.02001953125,3279.320068359375,3253.10009765625,3254.860107421875,4267160000,0.0057470820687397,0.0057306305944738,3158.9685302734374,0.0121693020977515,,
2020-07-23,3235.659912109375,3279.989990234375,3222.659912109375,3271.639892578125,4296760000,-0.012319859824193,-0.0123963784122468,3168.2350219726563,0.0108208692702094,,
2020-07-24,3215.6298828125,3227.260009765625,3200.050048828125,3218.580078125,3689410000,-0.0061904000546884,-0.0062096400242761,3174.828515625,0.0108372101422476,,
2020-07-27,3239.409912109375,3241.429931640625,3214.25,3219.840087890625,3970310000,0.0073951387950395,0.0073679288214823,3186.3465087890627,0.0089239910003927,,
2020-07-28,3218.43994140625,3243.719970703125,3216.169921875,3234.27001953125,4053180000,-0.0064733921522979,-0.0064944354186463,3194.606506347656,0.0088106858475794,,
2020-07-29,3258.43994140625,3264.739990234375,3227.219970703125,3227.219970703125,4478200000,0.01242838167815,0.0123517833517425,3202.514001464844,0.008606736287399,,
